,li_group,head_age,nu18,n1864,n65,nu18smooth,n1864smooth,n65smooth
359,"(0.9, 0.99]",74.0,0.0,0.07142857142857142,0.7142857142857142,0.025168795568504786,0.25791469770127806,1.7142857142857142
360,"(0.9, 0.99]",75.0,0.0,0.0,1.0,0.019495655317800606,0.20740391522905002,2.0
361,"(0.9, 0.99]",76.0,0.0,0.14285714285714285,0.7142857142857142,0.013667803954673093,0.15743485965359563,1.7142857142857142
362,"(0.9, 0.99]",77.0,0.0,0.16666666666666666,0.8333333333333333,0.007705222860441733,0.10819499832256321,1.8333333333333333
363,"(0.9, 0.99]",78.0,0.0,0.2,0.6000000000000001,0.0016358032721857868,0.059813824302018676,1.6
364,"(0.9, 0.99]",79.0,0.0,0.14285714285714285,0.8571428571428568,-0.004510531873694094,0.012344370630517881,1.8571428571428568
365,"(0.9, 0.99]",80.0,0.0,0.0,1.0,-0.010706509784578773,-0.03423730277283934,2.0
366,"(0.99, 1.0]",20.0,0.2857142857142857,0.5714285714285714,0.0,-0.056105359563584825,1.692899137116897,0.0
367,"(0.99, 1.0]",21.0,0.3125,0.625,0.0,0.07703359665424356,1.7121953956739109,0.0
368,"(0.99, 1.0]",22.0,0.1724137931034483,0.7241379310344829,0.0,0.21061800091040947,1.730994156695497,0.0
369,"(0.99, 1.0]",23.0,0.24074074074074076,0.7962962962962965,0.0,0.34441663512603615,1.7493668070540624,0.0
370,"(0.99, 1.0]",24.0,0.3548387096774194,0.7580645161290325,0.0,0.47818434430153933,1.767406364731041,0.0
371,"(0.99, 1.0]",25.0,0.5357142857142857,0.8928571428571428,0.0,0.6117300081138014,1.7852043844204184,0.0
372,"(0.99, 1.0]",26.0,0.7032967032967034,0.8571428571428568,0.0,0.7449489082913652,1.8028565686260918,0.0
373,"(0.99, 1.0]",27.0,0.8058252427184466,0.8640776699029129,0.0,0.8778468800477441,1.8204273773335728,0.0
374,"(0.99, 1.0]",28.0,1.0412371134020622,0.8865979381443296,0.0,1.0105889887537298,1.8379368823821893,0.0
375,"(0.99, 1.0]",29.0,1.1478260869565218,0.8782608695652172,0.0,1.1435858610422047,1.855329276074241,0.0
376,"(0.99, 1.0]",30.0,1.2975206611570247,0.8760330578512401,0.0,1.2774850824336335,1.8723320918438713,0.0
377,"(0.99, 1.0]",31.0,1.4426229508196722,0.8852459016393444,0.0,1.4127237335924419,1.8878358476191983,0.0
378,"(0.99, 1.0]",32.0,1.6183206106870232,0.8854961832061068,0.0,1.529111353692804,1.900101493105803,0.0
379,"(0.99, 1.0]",33.0,1.8292682926829267,0.9186991869918701,0.0,1.6260774798820248,1.9125695919582097,0.0
380,"(0.99, 1.0]",34.0,1.9259259259259256,0.9333333333333331,0.0,1.6979046972595455,1.9265622790497996,0.0
381,"(0.99, 1.0]",35.0,2.0,0.889763779527559,0.0,1.745152180204559,1.9429699258686268,0.0
382,"(0.99, 1.0]",36.0,2.0431654676258995,0.9064748201438848,0.0,1.7701114374007365,1.9622914218923908,0.0
383,"(0.99, 1.0]",37.0,2.1603053435114505,0.9541984732824429,0.0,1.7792930734406518,1.984927696939325,0.0
384,"(0.99, 1.0]",38.0,2.114754098360656,0.942622950819672,0.0,1.77853368502497,2.0108777641068354,0.0
385,"(0.99, 1.0]",39.0,2.15,0.9642857142857144,0.0,1.769969162295242,2.039846418089101,0.0
386,"(0.99, 1.0]",40.0,2.069767441860465,1.0077519379844957,0.0,1.754474436025618,2.071492432910328,0.0
387,"(0.99, 1.0]",41.0,2.1512605042016806,1.0504201680672267,0.0,1.7309964174241017,2.1055691236336394,0.0
388,"(0.99, 1.0]",42.0,1.9444444444444444,1.1111111111111107,0.0,1.6954565584192771,2.1419323071908867,0.0
389,"(0.99, 1.0]",43.0,1.9338842975206607,1.1322314049586777,0.0,1.641869467681178,2.180254498024383,0.0
390,"(0.99, 1.0]",44.0,1.743119266055046,1.3302752293577984,0.0,1.5666715810670655,2.2191964789523166,0.0
391,"(0.99, 1.0]",45.0,1.6923076923076923,1.2393162393162398,0.0,1.469702963372717,2.256501009381413,0.0
392,"(0.99, 1.0]",46.0,1.40625,1.302083333333333,0.0,1.3529647431447083,2.289658686462271,0.0
393,"(0.99, 1.0]",47.0,1.2929292929292928,1.4343434343434343,0.0,1.2233806207474338,2.317032257211432,0.0
394,"(0.99, 1.0]",48.0,0.898989898989899,1.4242424242424243,0.0,1.0903852463877517,2.3381143715270425,0.0
395,"(0.99, 1.0]",49.0,0.9361702127659576,1.4042553191489358,0.0,0.9609891084048923,2.3531973290424437,0.0
396,"(0.99, 1.0]",50.0,0.7341772151898734,1.481012658227848,0.0,0.8383068732984396,2.362627548837554,0.0
397,"(0.99, 1.0]",51.0,0.5578947368421052,1.5473684210526315,0.0,0.7235560798022449,2.366800148259648,0.0
398,"(0.99, 1.0]",52.0,0.29508196721311475,1.540983606557377,0.0,0.6169902956366279,2.3659616771656395,0.0
399,"(0.99, 1.0]",53.0,0.3253012048192771,1.5783132530120483,0.0,0.5184756003165297,2.359488511351741,0.0
400,"(0.99, 1.0]",54.0,0.12698412698412698,1.412698412698413,0.0,0.42823683057024853,2.3465430303900208,0.0
401,"(0.99, 1.0]",55.0,0.16883116883116886,1.3766233766233764,0.0,0.3465856566452823,2.326108169912425,0.0
402,"(0.99, 1.0]",56.0,0.14285714285714285,1.3174603174603177,0.0,0.2740896842067745,2.2981189050206217,0.0
403,"(0.99, 1.0]",57.0,0.1111111111111111,1.2857142857142856,0.0,0.21132260119334656,2.2620210348833814,0.0
404,"(0.99, 1.0]",58.0,0.017543859649122806,1.1929824561403506,0.0,0.159559981201154,2.21703091430332,0.0
405,"(0.99, 1.0]",59.0,0.06779661016949153,1.2203389830508478,0.01694915254237288,0.11931143191379004,2.162065038947034,0.0
406,"(0.99, 1.0]",60.0,0.027777777777777776,1.1666666666666665,0.027777777777777776,0.09019883625035972,2.0967014296409716,0.0
407,"(0.99, 1.0]",61.0,0.02,1.12,0.02,0.07144397095385538,2.022470930594208,0.0
408,"(0.99, 1.0]",62.0,0.037037037037037035,1.1851851851851851,0.037037037037037035,0.05970863757087236,1.9422364498154465,0.037037037037037035
409,"(0.99, 1.0]",63.0,0.0,0.9750000000000001,0.075,0.05151266221258196,1.8588119644530865,0.075
410,"(0.99, 1.0]",64.0,0.03448275862068965,0.9310344827586208,0.1724137931034483,0.04496254451642143,1.7749651411278076,0.1724137931034483
411,"(0.99, 1.0]",65.0,0.07692307692307693,0.6538461538461539,0.3461538461538465,0.03960152773410383,0.6931933203714438,1.3461538461538465
412,"(0.99, 1.0]",66.0,0.1,0.85,0.3999999999999999,0.035172789093404516,0.6146343163399097,1.4
413,"(0.99, 1.0]",67.0,0.0,0.25,0.7,0.031644761553234264,0.5390172767896769,1.7
414,"(0.99, 1.0]",68.0,0.15384615384615385,0.2307692307692308,0.9230769230769231,0.02877960230957169,0.46501328991434554,1.9230769230769231
415,"(0.99, 1.0]",69.0,0.0,0.25,0.8333333333333333,0.026219244831768296,0.3915162425212896,1.8333333333333333
416,"(0.99, 1.0]",70.0,0.0,0.16666666666666666,0.8333333333333333,0.022998549811106227,0.33343582801923544,1.8333333333333333
417,"(0.99, 1.0]",71.0,0.0,0.1,0.8999999999999999,0.019778005154003696,0.27586527784839054,1.9
418,"(0.99, 1.0]",72.0,0.0,0.0,1.0,0.016433304849526677,0.21887732901021803,2.0
419,"(0.99, 1.0]",73.0,0.0,0.0,1.0,0.012964722924967031,0.1628840304092011,2.0
420,"(0.99, 1.0]",74.0,0.0,0.0,1.0,0.009402420907424866,0.10813628020705376,2.0
421,"(0.99, 1.0]",75.0,0.0,0.0,1.0,0.005782178482298074,0.054811285126966584,2.0
422,"(0.99, 1.0]",76.0,0.0,0.0,1.0,0.002138647642044575,0.0030558221820741263,2.0
423,"(0.99, 1.0]",77.0,0.0,0.0,1.0,-0.0014971756733363404,-0.047012970776666656,2.0
424,"(0.99, 1.0]",78.0,0.0,0.0,1.0,-0.005099359271825275,-0.0953207892721887,2.0
425,"(0.99, 1.0]",79.0,0.0,0.0,1.0,-0.008648142056726656,-0.1418513103824762,2.0
426,"(0.99, 1.0]",80.0,0.0,0.0,-1.0,-0.012130969696506563,-0.186657636703029,0.0
